School_ID,State,Year,Subject,ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score,title_google,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language
27,ACT,12,HISTORY,9781108333009,11895311.0,Cities of Vesuvius :  Pompeii and Herculaneum /  Pamela Bradley,"Bradley, Pamela",2005-2018,"Book, Book/Illustrated, Microform",13.510377883911133,very relevant,,,,2005.0,"Bradley, Pamela",Book/Illustrated,2000.0,"9781108333009 Cities of Vesuvius :  Pompeii and Herculaneum /  Pamela Bradley Bradley, Pamela Book/Illustrated",0.9758454106280192,0.2664259678986765,,,,,,,,,,,
1,NSW,12,LANGUAGES,9780521540438,1313855.0,"The orations of Cicero against Catiline / with introduction, notes, exercises, and vocabulary by Charles Haines Keene","Cicero, Marcus Tullius",1540-2025,"Book, Book/Illustrated, Government publication, Microform",14.05214023590088,very relevant,url,restricted,http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1675600200&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=nla,1540.0,"Cicero, Marcus Tullius",Book/Illustrated,1540.0,"9780521540438 The orations of Cicero against Catiline / with introduction, notes, exercises, and vocabulary by Charles Haines Keene Cicero, Marcus Tullius Book/Illustrated",0.4142512077294685,0.2856560184463657,Cicero: Catilinarians,,Marcus Tullius Cicero,Cambridge University Press,2008-04-10,"As consul in 63 BC Cicero faced a conspiracy to overthrow the Roman state launched by the frustrated consular candidate Lucius Sergius Catilina. Cicero's handling of this crisis would shape foreverafter the way he defined himself and his statesmanship. The four speeches he delivered during the crisis show him at the height of his oratorical powers and political influence. Divided between deliberative speeches given in the senate (1 and 4) and informational speeches delivered before the general public (2 and 3), the Catilinarians illustrate Cicero's adroit handling of several distinct types of rhetoric. Beginning in antiquity, this corpus served as a basic text for generations of students but fell into neglect during the past half-century. This edition, which is aimed primarily at advanced undergraduates and graduate students, takes account of recently discovered papyrus evidence, recent studies of Cicero's language, style and rhetorical techniques, and the relevant historical background.",296.0,History,,,en
21,NSW,12,SCIENCE,9781488619304,229745844.0,"Pearson Physics 12 New South Wales Student Book with Reader+ /  Jeff Stanger, Amber Dommel, Norbert Dommel, Mark Hamilton, David Madden","Dommel, Amber",2018-2019,"Book, Book/Illustrated",10.324828147888184,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-737204222-t,2018.0,"Dommel, Amber",Book/Illustrated,2010.0,"9781488619304 Pearson Physics 12 New South Wales Student Book with Reader+ /  Jeff Stanger, Amber Dommel, Norbert Dommel, Mark Hamilton, David Madden Dommel, Amber Book/Illustrated",0.9915458937198068,0.1533537283439826,Pearson Physics 12 New South Wales,,,,2018,,,,,,en
21,NSW,12,SCIENCE,9781488619304,229745844.0,"Pearson Physics 12 New South Wales Student Book with Reader+ /  Jeff Stanger, Amber Dommel, Norbert Dommel, Mark Hamilton, David Madden","Dommel, Amber",2018-2019,"Book, Book/Illustrated",10.324828147888184,very relevant,url,restricted,https://nla.gov.au/nla.obj-737204222,2018.0,"Dommel, Amber",Book/Illustrated,2010.0,"9781488619304 Pearson Physics 12 New South Wales Student Book with Reader+ /  Jeff Stanger, Amber Dommel, Norbert Dommel, Mark Hamilton, David Madden Dommel, Amber Book/Illustrated",0.9915458937198068,0.1533537283439826,Pearson Physics 12 New South Wales,,,,2018,,,,,,en
27,ACT,11,HISTORY,9781875585083,207141795.0,China rising :  the revolutionary experience /  Tom Ryan,"Ryan, Tom",2016,"Book/Illustrated, Book",8.340190887451172,very relevant,,,,2016.0,"Ryan, Tom",Book/Illustrated,2010.0,"9781875585083 China rising :  the revolutionary experience /  Tom Ryan Ryan, Tom Book/Illustrated",0.9891304347826086,0.0829083112771405,CATS in Senior History. Revolutions,1992,Tom Ryan,,1992,,48.0,"History, Modern",,,en
22,NSW,12,ENGINEERING STUDIES,9780980400328,15722938.0,Engineering studies :  the definitive guide /  Paul L. Copeland,"Copeland, Paul L. (Paul Leslie),  1973-",2000-2020,"Book, Book/Illustrated",10.053027153015137,very relevant,,,,2000.0,"Copeland, Paul L. (Paul Leslie), 1973-",Book/Illustrated,2000.0,"9780980400328 Engineering studies :  the definitive guide /  Paul L. Copeland Copeland, Paul L. (Paul Leslie), 1973- Book/Illustrated",0.969806763285024,0.1437060537665143,Engineering Studies,The Definitive Guide. the HSC course,Paul Leslie Copeland,,2020,,268.0,Engineering,,,en
22,NSW,12,ENGINEERING STUDIES,9780980400328,253895229.0,Engineering studies: the definitive guide volume 2 (4e),"Copeland, Paul",2020,Book,6.3984904289245605,very relevant,,,,2020.0,"Copeland, Paul",Book,2020.0,"9780980400328 Engineering studies: the definitive guide volume 2 (4e) Copeland, Paul Book",0.9939613526570048,0.0139869515170873,Engineering Studies,The Definitive Guide. the HSC course,Paul Leslie Copeland,,2020,,268.0,Engineering,,,en
27,ACT,11,MATHEMATICS,9781925489729,249046558.0,"Mathematics : applications and interpretation HL. Michael Haese, Mark Humphries, Chris Sangwin, Ngoc Vo ; cartoon artwork by John Martin ; artwork by Brian Houston, Charlotte Frost, Yi-Tung Huang, and Bronson Matthews","Haese, Michael",2019,"Book, Book/Illustrated",6.3984904289245605,very relevant,,,,2019.0,"Haese, Michael",Book/Illustrated,2010.0,"9781925489729 Mathematics : applications and interpretation HL. Michael Haese, Mark Humphries, Chris Sangwin, Ngoc Vo ; cartoon artwork by John Martin ; artwork by Brian Houston, Charlotte Frost, Yi-Tung Huang, and Bronson Matthews Haese, Michael Book/Illustrated",0.9927536231884058,0.0139869515170873,,,,,,,,,,,
12,WA,11,LANGUAGES,9781488625893,239052116.0,Quoi de Neuf ? Senior Book with eBook,"Gassmann, Annabel",2019,Book,8.548882484436035,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2586967899-t,2019.0,"Gassmann, Annabel",Book,2010.0,"9781488625893 Quoi de Neuf ? Senior Book with eBook Gassmann, Annabel Book",0.9927536231884058,0.0903158949605723,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
12,WA,11,LANGUAGES,9781488625893,239052116.0,Quoi de Neuf ? Senior Book with eBook,"Gassmann, Annabel",2019,Book,8.548882484436035,very relevant,url,restricted,https://nla.gov.au/nla.obj-2586967899,2019.0,"Gassmann, Annabel",Book,2010.0,"9781488625893 Quoi de Neuf ? Senior Book with eBook Gassmann, Annabel Book",0.9927536231884058,0.0903158949605723,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
12,WA,11,LANGUAGES,9781488625893,235542375.0,Quoi de neuf?  Senior Student Book / Annabel Gassmann (author) ; Philippe Vallantin (author) ; Nathalie Marchand (author) ; Salma Burfoot (author),"Gassmann, Annabel",2019-2020,"Book, Book/Illustrated",8.340190887451172,very relevant,,,,2019.0,"Gassmann, Annabel",Book/Illustrated,2010.0,"9781488625893 Quoi de neuf?  Senior Student Book / Annabel Gassmann (author) ; Philippe Vallantin (author) ; Nathalie Marchand (author) ; Salma Burfoot (author) Gassmann, Annabel Book/Illustrated",0.9927536231884058,0.0829083112771405,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
38,NSW,11,LANGUAGES,9781108610469,,,,,,,,,,,,Unknown,Unknown,,9781108610469,0.5,0.5,,,,,,,,,,,
12,WA,12,LANGUAGES,9781488625893,239052116.0,Quoi de Neuf ? Senior Book with eBook,"Gassmann, Annabel",2019,Book,8.548882484436035,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2586967899-t,2019.0,"Gassmann, Annabel",Book,2010.0,"9781488625893 Quoi de Neuf ? Senior Book with eBook Gassmann, Annabel Book",0.9927536231884058,0.0903158949605723,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
12,WA,12,LANGUAGES,9781488625893,239052116.0,Quoi de Neuf ? Senior Book with eBook,"Gassmann, Annabel",2019,Book,8.548882484436035,very relevant,url,restricted,https://nla.gov.au/nla.obj-2586967899,2019.0,"Gassmann, Annabel",Book,2010.0,"9781488625893 Quoi de Neuf ? Senior Book with eBook Gassmann, Annabel Book",0.9927536231884058,0.0903158949605723,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
12,WA,12,LANGUAGES,9781488625893,235542375.0,Quoi de neuf?  Senior Student Book / Annabel Gassmann (author) ; Philippe Vallantin (author) ; Nathalie Marchand (author) ; Salma Burfoot (author),"Gassmann, Annabel",2019-2020,"Book, Book/Illustrated",8.340190887451172,very relevant,,,,2019.0,"Gassmann, Annabel",Book/Illustrated,2010.0,"9781488625893 Quoi de neuf?  Senior Student Book / Annabel Gassmann (author) ; Philippe Vallantin (author) ; Nathalie Marchand (author) ; Salma Burfoot (author) Gassmann, Annabel Book/Illustrated",0.9927536231884058,0.0829083112771405,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
20,NSW,12,LANGUAGES,9781488625893,239052116.0,Quoi de Neuf ? Senior Book with eBook,"Gassmann, Annabel",2019,Book,8.548882484436035,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2586967899-t,2019.0,"Gassmann, Annabel",Book,2010.0,"9781488625893 Quoi de Neuf ? Senior Book with eBook Gassmann, Annabel Book",0.9927536231884058,0.0903158949605723,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
20,NSW,12,LANGUAGES,9781488625893,239052116.0,Quoi de Neuf ? Senior Book with eBook,"Gassmann, Annabel",2019,Book,8.548882484436035,very relevant,url,restricted,https://nla.gov.au/nla.obj-2586967899,2019.0,"Gassmann, Annabel",Book,2010.0,"9781488625893 Quoi de Neuf ? Senior Book with eBook Gassmann, Annabel Book",0.9927536231884058,0.0903158949605723,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
20,NSW,12,LANGUAGES,9781488625893,235542375.0,Quoi de neuf?  Senior Student Book / Annabel Gassmann (author) ; Philippe Vallantin (author) ; Nathalie Marchand (author) ; Salma Burfoot (author),"Gassmann, Annabel",2019-2020,"Book, Book/Illustrated",8.340190887451172,very relevant,,,,2019.0,"Gassmann, Annabel",Book/Illustrated,2010.0,"9781488625893 Quoi de neuf?  Senior Student Book / Annabel Gassmann (author) ; Philippe Vallantin (author) ; Nathalie Marchand (author) ; Salma Burfoot (author) Gassmann, Annabel Book/Illustrated",0.9927536231884058,0.0829083112771405,Quoi de Neuf ? Senior Book with EBook,,"Annabel Gassmann, Philippe Vallantin, Nathalie Marchand, Salma Burfoot, James Armstrong",,2019-11-15,"Quoi de Neuf ? Senior for Years 11-12 was written from the ground up based on teacher research and is aligned with the Victorian Study Design 2019, the NSW Stage 6 Syllabus, the QLD Senior curriculum 2019, and all other states' senior curricula. Building on the features and language of the Quoi de Neuf ? years 7-10 series, while recognising the specific needs of senior French years, Quoi de Neuf ? Senior equips students for their studies and exams with an all-in-one print and digital resource. Students continue to use their intercultural, investigating, viewing and critical thinking skills with Quoi de Neuf ? Senior. Quoi de Neuf ? Senior eBook allows students and teachers to interact with Student Book content and more, both online and offline. It offers access to all audio tracks, worksheets, vocabulary lists and additional teacher support material.",,,,,en
23,NSW,12,LANGUAGES,9780470279304,27242244.0,Why don't students like school? :  a cognitive scientist answers questions about how the mind works and what it means for the classroom /  Daniel T. Willingham,"Willingham, Daniel T.",2009-2021,"Book, Book/Illustrated",11.87971305847168,very relevant,url,restricted,https://ebookcentral.proquest.com/lib/qut/detail.action?docID=433919,2009.0,"Willingham, Daniel T.",Book/Illustrated,2000.0,"9780470279304 Why don't students like school? :  a cognitive scientist answers questions about how the mind works and what it means for the classroom /  Daniel T. Willingham Willingham, Daniel T. Book/Illustrated",0.9806763285024156,0.2085449303840343,Why Don't Students Like School,A Cognitive Scientist Answers Questions About How the Mind Works and What It Means for the Classroom,Daniel T. Willingham,Jossey-Bass,2009-03-16,,192.0,Education,,,en
20,NSW,12,LANGUAGES,9781876739676,176126549.0,"Ni hao 5 : student workbook, higher advanced level / by Shumang Fredlein","Fredlein, Shumang",2012,"Book/Illustrated, Book, Sound, Sound/Other sound",8.340190887451172,very relevant,,,,2012.0,"Fredlein, Shumang",Book/Illustrated,2010.0,"9781876739676 Ni hao 5 : student workbook, higher advanced level / by Shumang Fredlein Fredlein, Shumang Book/Illustrated",0.9842995169082126,0.0829083112771405,Ni Hao,Student Worbook. higher advanced level,Shumang Fredlein,,2012,,0.0,Chinese language,,,en
40,NT,11,ECONOMICS,9780080129587,15732756.0,Economic workbook and data : a tutorial volume for students / by D. I. Trotman-Dickenson,"Trotman-Dickenson, D. I. (Donata Irena), 1929-",1969-2014,"Book, Book/Illustrated",7.633111000061035,very relevant,url,restricted,http://www.sciencedirect.com/science/book/9780080129587,1969.0,"Trotman-Dickenson, D. I. (Donata Irena), 1929-",Book/Illustrated,1960.0,"9780080129587 Economic workbook and data : a tutorial volume for students / by D. I. Trotman-Dickenson Trotman-Dickenson, D. I. (Donata Irena), 1929- Book/Illustrated",0.932367149758454,0.0578102550430225,Economic Workbook and Data,A Tutorial Volume for Students,D. I. Trotman-Dickenson,Pergamon,1969,,231.0,Economic history,,,en
40,NT,12,PSYCHOLOGY,9781876734954,10206807.0,"Psychology : key ideas ... / written by the School of Psychology, University of South Australia","Day, Andrew (Andrew John Dallin)",2003-2005,"Book/Illustrated, Book",8.935046195983887,very relevant,,,,2003.0,"Day, Andrew (Andrew John Dallin)",Book/Illustrated,2000.0,"9781876734954 Psychology : key ideas ... / written by the School of Psychology, University of South Australia Day, Andrew (Andrew John Dallin) Book/Illustrated",0.9734299516908212,0.1040229155120649,,,,,,,,,,,
40,NT,12,PSYCHOLOGY,9781876734954,229084821.0,Modern history : revision workbook : SACE 2. / Daryl Best,"Best, Daryl",2004-2007,"Book/Illustrated, Book",8.548882484436035,very relevant,,,,2004.0,"Best, Daryl",Book/Illustrated,2000.0,"9781876734954 Modern history : revision workbook : SACE 2. / Daryl Best Best, Daryl Book/Illustrated",0.9746376811594204,0.0903158949605723,,,,,,,,,,,
40,NT,12,PSYCHOLOGY,9781876734954,212068168.0,Psychology : key ideas : stage 2 : Stage 2 Essentials textbook : Key ideas Psychology text book SACE stage 2,"Day, Andrew (Andrew John Dallin)",2003,Book,7.633111000061035,very relevant,,,,2003.0,"Day, Andrew (Andrew John Dallin)",Book,2000.0,"9781876734954 Psychology : key ideas : stage 2 : Stage 2 Essentials textbook : Key ideas Psychology text book SACE stage 2 Day, Andrew (Andrew John Dallin) Book",0.9734299516908212,0.0578102550430225,,,,,,,,,,,
40,NT,12,PSYCHOLOGY,9781876734954,229084858.0,"Psychology :  key ideas : SACE Stage 2 /  written by the School of Psychology, University of South Australia","Whetham, Libby (Elizabeth),  1958-",2003,"Book/Illustrated, Book",7.36301851272583,very relevant,url,unknown,https://find.library.unisa.edu.au/discovery/fulldisplay/alma9960275901831/61USOUTHAUS_INST:UNISA,2003.0,"Whetham, Libby (Elizabeth), 1958-",Book/Illustrated,2000.0,"9781876734954 Psychology :  key ideas : SACE Stage 2 /  written by the School of Psychology, University of South Australia Whetham, Libby (Elizabeth), 1958- Book/Illustrated",0.9734299516908212,0.0482232245582882,,,,,,,,,,,
40,NT,12,PSYCHOLOGY,9781876734954,260584770.0,"Psychology :  key ideas: stage 2 /  written by the School of Psychology, University of South Australia; edited by Paul Whetham and Andrew Day","Day, Andrew",2003,"Book/Illustrated, Book",6.3984904289245605,very relevant,url,unknown,https://find.library.unisa.edu.au/discovery/fulldisplay/alma9960275901831/61USOUTHAUS_INST:UNISA,2003.0,"Day, Andrew",Book/Illustrated,2000.0,"9781876734954 Psychology :  key ideas: stage 2 /  written by the School of Psychology, University of South Australia; edited by Paul Whetham and Andrew Day Day, Andrew Book/Illustrated",0.9734299516908212,0.0139869515170873,,,,,,,,,,,
2,VIC,12,LANGUAGES,9781740202572,6398440.0,Wakatta! / by David Jaffray and Masumi Sorrell,"Jaffray, David",1900-2017,"Book/Illustrated, Book, Audio book",9.451655387878418,very relevant,,,,1900.0,"Jaffray, David",Book/Illustrated,1900.0,"9781740202572 Wakatta! / by David Jaffray and Masumi Sorrell Jaffray, David Book/Illustrated",0.8490338164251208,0.1223601455485306,Wakatta!,,"David Jaffray, Masumi Sorrell",Pascal Press,2000,,222.0,Juvenile Nonfiction,,,ja
2,VIC,12,LANGUAGES,9781740202572,189726375.0,Wakatta! : answers and audio scripts / by David Jaffray and Masumi Sorrell,"Jaffray, David",2000,"Book/Illustrated, Book",7.070510387420654,very relevant,,,,2000.0,"Jaffray, David",Book/Illustrated,2000.0,"9781740202572 Wakatta! : answers and audio scripts / by David Jaffray and Masumi Sorrell Jaffray, David Book/Illustrated",0.969806763285024,0.0378405428998647,Wakatta!,,"David Jaffray, Masumi Sorrell",Pascal Press,2000,,222.0,Juvenile Nonfiction,,,ja
2,VIC,12,LANGUAGES,9781740202572,6398440.0,Wakatta! / by David Jaffray and Masumi Sorrell,"Jaffray, David",1900-2017,"Book/Illustrated, Book, Audio book",9.451655387878418,very relevant,,,,1900.0,"Jaffray, David",Book/Illustrated,1900.0,"9781740202572 Wakatta! / by David Jaffray and Masumi Sorrell Jaffray, David Book/Illustrated",0.8490338164251208,0.1223601455485306,Wakatta!,,"David Jaffray, Masumi Sorrell",Pascal Press,2000,,222.0,Juvenile Nonfiction,,,ja
2,VIC,12,LANGUAGES,9781740202572,189726375.0,Wakatta! : answers and audio scripts / by David Jaffray and Masumi Sorrell,"Jaffray, David",2000,"Book/Illustrated, Book",7.070510387420654,very relevant,,,,2000.0,"Jaffray, David",Book/Illustrated,2000.0,"9781740202572 Wakatta! : answers and audio scripts / by David Jaffray and Masumi Sorrell Jaffray, David Book/Illustrated",0.969806763285024,0.0378405428998647,Wakatta!,,"David Jaffray, Masumi Sorrell",Pascal Press,2000,,222.0,Juvenile Nonfiction,,,ja
20,NSW,12,LANGUAGES,9781488624179,37548299.0,Iitomo. Yoshie Burrows ... [et al.],"Burrows, Yoshie",2010-2019,"Book, Book/Illustrated",17.51885414123535,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860502988-t,2010.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624179 Iitomo. Yoshie Burrows ... [et al.] Burrows, Yoshie Book/Illustrated",0.9818840579710144,0.4087082818402982,Iitomo Senior Student Book,,,,2018,,,,,,en
20,NSW,12,LANGUAGES,9781488624179,37548299.0,Iitomo. Yoshie Burrows ... [et al.],"Burrows, Yoshie",2010-2019,"Book, Book/Illustrated",17.51885414123535,very relevant,url,restricted,https://nla.gov.au/nla.obj-860502988,2010.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624179 Iitomo. Yoshie Burrows ... [et al.] Burrows, Yoshie Book/Illustrated",0.9818840579710144,0.4087082818402982,Iitomo Senior Student Book,,,,2018,,,,,,en
20,NSW,12,LANGUAGES,9781488624179,230372614.0,Iitomo senior student book /  Yoshie Burrows (author) ; Nathan Lane (author) ; Yoko Nishimura-Parke,"Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",8.746767044067383,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860505939-t,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624179 Iitomo senior student book /  Yoshie Burrows (author) ; Nathan Lane (author) ; Yoko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198068,0.0973398789460635,Iitomo Senior Student Book,,,,2018,,,,,,en
20,NSW,12,LANGUAGES,9781488624179,230372614.0,Iitomo senior student book /  Yoshie Burrows (author) ; Nathan Lane (author) ; Yoko Nishimura-Parke,"Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",8.746767044067383,very relevant,url,restricted,https://nla.gov.au/nla.obj-860505939,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624179 Iitomo senior student book /  Yoshie Burrows (author) ; Nathan Lane (author) ; Yoko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198068,0.0973398789460635,Iitomo Senior Student Book,,,,2018,,,,,,en
20,NSW,12,LANGUAGES,9781488624179,249053877.0,Iitomo senior student book: Units 1-4 / Yoshie Burrows (author) ; Nathan Lane (author) ; Yoko Nishimura-Parke,,2018,Book,7.884276390075684,very relevant,,,,2018.0,Unknown,Book,2010.0,9781488624179 Iitomo senior student book: Units 1-4 / Yoshie Burrows (author) ; Nathan Lane (author) ; Yoko Nishimura-Parke Book,0.9915458937198068,0.0667254613656338,Iitomo Senior Student Book,,,,2018,,,,,,en
27,ACT,11,SCIENCE,9780198423676,236936597.0,"Chemistry : IB diploma programme / Sergey Bylikin, Brian Murphy, Alexandra Juniper","Bylikin, Sergey",2019,"Book/Illustrated, Book",6.751034259796143,very relevant,,,,2019.0,"Bylikin, Sergey",Book/Illustrated,2010.0,"9780198423676 Chemistry : IB diploma programme / Sergey Bylikin, Brian Murphy, Alexandra Juniper Bylikin, Sergey Book/Illustrated",0.9927536231884058,0.0265006222493511,Oxford IB Diploma Programme: IB Prepared: Chemistry,,Sergey Bylikin,,2019-01-24,"Offering an unparalleled level of assessment support, IB Prepared: Chemistry has been developed directly with the IB to provide the most up-to-date, authentic and authoritative guidance on DP assessment.",256.0,,,,en
27,ACT,11,SCIENCE,9780198423638,236954909.0,Biology / Debora Primrose,"Primrose, Debora",2019,"Book, Book/Illustrated",6.3984904289245605,very relevant,,,,2019.0,"Primrose, Debora",Book/Illustrated,2010.0,"9780198423638 Biology / Debora Primrose Primrose, Debora Book/Illustrated",0.9927536231884058,0.0139869515170873,Oxford IB Diploma Programme: IB Prepared: Biology,,Debora Primrose,,2019-03-21,"Offering an unparalleled level of assessment support, IB Prepared: Biology has been developed directly with the IB to provide the most up-to-date, authentic and authoritative guidance on DP assessment.",256.0,,,,en
